State,Year,Population,Property crime total,Burglary,Larceny-theft,Motor vehicle theft,Property crime rate,Burglary rate,Larceny-theft rate,Motor vehicle theft rate
District of Columbia,2012,633427,30757,3519,23575,3663,4855.7,555.5,3721.8,578.3
District of Columbia,2013,649111,31097,3316,24547,3234,4790.7,510.9,3781.6,498.2
District of Columbia,2014,658893,34147,3466,26898,3783,5182.5,526,4082.3,574.1
Florida,1960,4951560,122858,39966,73603,9289,2481.2,807.1,1486.5,187.6
Florida,1961,5222000,117144,37627,70655,8862,2243.3,720.5,1353,169.7
Florida,1962,5459000,128028,40575,78266,9187,2345.3,743.3,1433.7,168.3
Florida,1963,5652000,145313,46604,89034,9675,2571,824.6,1575.3,171.2
Florida,1964,5705000,175041,54959,108307,11775,3068.2,963.3,1898.5,206.4
Florida,1965,5805000,175351,55556,107733,12062,3020.7,957,1855.9,207.8
Florida,1966,5941000,200716,62839,123424,14453,3378.5,1057.7,2077.5,243.3
Florida,1967,5995000,222612,73188,132298,17126,3713.3,1220.8,2206.8,285.7
Florida,1968,6160000,249194,81743,147745,19706,4045.4,1327,2398.5,319.9
Florida,1969,6354000,271930,86308,161291,24331,4279.7,1358.3,2538.4,382.9
Florida,1970,6789443,327182,106036,194216,26930,4819,1561.8,2860.6,396.6
Florida,1971,7041000,360864,118175,215037,27652,5125.2,1678.4,3054.1,392.7
Florida,1972,7259000,350054,116516,206962,26576,4822.3,1605.1,2851.1,366.1
Florida,1973,7678000,411212,142597,234073,34542,5355.7,1857.2,3048.6,449.9
Florida,1974,8090000,542815,185042,318708,39065,6709.7,2287.3,3939.5,482.9
Florida,1975,8357000,587723,196358,354374,36991,7032.7,2349.6,4240.4,442.6
Florida,1976,8421000,536283,164609,343069,28605,6368.4,1954.7,4074,339.7
Florida,1977,8452000,511494,157195,324601,29698,6051.8,1859.9,3840.5,351.4
Florida,1978,8594000,541760,170061,338299,33400,6303.9,1978.8,3936.5,388.6
Florida,1979,8860000,607281,190884,378099,38298,6854.2,2154.4,4267.5,432.3
Florida,1980,9567112,709730,239825,424223,45682,7418.4,2506.8,4434.2,477.5
Florida,1981,10166000,718470,241536,431222,45712,7067.4,2375.9,4241.8,449.7
Florida,1982,10416000,684166,211932,427462,44772,6568.4,2034.7,4103.9,429.8
Florida,1983,10680000,635934,191902,400796,43236,5954.4,1796.8,3752.8,404.8
Florida,1984,10976000,653429,198446,408153,46830,5953.3,1808,3718.6,426.7
Florida,1985,11366000,753918,228402,465792,59724,6633.1,2009.5,4098.1,525.5
Florida,1986,11675000,839651,259331,510496,69824,7191.9,2221.3,4372.6,598.1
Florida,1987,12023000,899167,271346,546466,81355,7478.7,2256.9,4545.2,676.7
Florida,1988,12377000,967869,283960,589215,94694,7819.9,2294.3,4760.6,765.1
Florida,1989,12671000,975042,289254,583702,102086,7695.1,2282.8,4606.6,805.7
Florida,1990,12937926,978944,280832,591210,106902,7566.5,2170.6,4569.6,826.3
Florida,1991,13277000,977570,266313,607222,104035,7362.9,2005.8,4573.5,783.6
Florida,1992,13488000,964533,254755,598093,111685,7151,1888.8,4434.3,828
Florida,1993,13679000,977363,251063,603784,122516,7145,1835.4,4413.9,895.7
Florida,1994,13953000,991105,237341,626578,127186,7103.2,1701,4490.6,911.5
Florida,1995,14166000,939288,215657,612311,111320,6630.6,1522.4,4322.4,785.8
Florida,1996,14400000,928273,219056,605448,103769,6446.3,1521.2,4204.5,720.6
Florida,1997,14654000,915613,213926,594492,107195,6248.2,1459.8,4056.9,731.5
Florida,1998,14916000,887107,203105,579752,104250,5947.4,1361.7,3886.8,698.9
Florida,1999,15111244,808674,181378,534105,93191,5351.5,1200.3,3534.5,616.7
Florida,2000,15982378,780377,172898,518298,89181,4882.7,1081.8,3242.9,558
Florida,2001,16373330,782517,176052,516548,89917,4779.2,1075.2,3154.8,549.2
Florida,2002,16691701,777236,177242,511478,88516,4656.4,1061.9,3064.3,530.3
Florida,2003,16999181,757696,170644,505489,81563,4457.3,1003.8,2973.6,479.8
Florida,2004,17385430,727141,166332,482484,78325,4182.5,956.7,2775.2,450.5
Florida,2005,17768191,712998,164783,472912,75303,4013,927.4,2662,424
Florida,2006,18089888,721101,170873,473774,76454,3986.2,944.6,2619,422.6
Florida,2007,18251243,746249,181836,490783,73630,4088.8,996.3,2689,403.4
Florida,2008,18328340,758889,188472,506902,63515,4140.5,1028.3,2765.7,346.5
Florida,2009,18537969,712010,181884,479867,50259,3840.8,981.1,2588.6,271.1
Florida,2010,18838613,669035,169119,458454,41462,3551.4,897.7,2433.6,220.1
Florida,2011,19082262,671200,170171,461408,39621,3517.4,891.8,2418,207.6
Florida,2012,19320749,632988,153563,442095,37330,3276.2,794.8,2288.2,193.2
Florida,2013,19600311,607170,138915,433344,34911,3097.8,708.7,2210.9,178.1
Florida,2014,19893297,679446,143220,493647,42579,3415.5,719.9,2481.5,214
Georgia,1960,3943116,49253,15461,27979,5813,1249.1,392.1,709.6,147.4
Georgia,1961,3987000,53445,17439,29746,6260,1340.5,437.4,746.1,157
Georgia,1962,4100000,57160,18872,30436,7852,1394.1,460.3,742.3,191.5
Georgia,1963,4140000,62841,19400,34843,8598,1517.9,468.6,841.6,207.7
Georgia,1964,4294000,70609,22706,37954,9949,1644.4,528.8,883.9,231.7
Georgia,1965,4357000,68094,21236,38428,8430,1562.9,487.4,882,193.5
Georgia,1966,4459000,74754,24580,42070,8104,1676.5,551.2,943.5,181.7
Georgia,1967,4509000,79581,26667,43900,9014,1764.9,591.4,973.6,199.9
Georgia,1968,4588000,89021,30317,47858,10846,1940.3,660.8,1043.1,236.4
Georgia,1969,4641000,100124,32555,54897,12672,2157.4,701.5,1182.9,273
Georgia,1970,4589575,118277,41301,62812,14164,2577.1,899.9,1368.6,308.6
Georgia,1971,4664000,126254,49003,63173,14078,2707,1050.7,1354.5,301.8
Georgia,1972,4720000,126222,51056,60689,14477,2674.2,1081.7,1285.8,306.7
Georgia,1973,4786000,144437,60726,66558,17153,3017.9,1268.8,1390.7,358.4
Georgia,1974,4882000,169417,71394,81078,16945,3470.2,1462.4,1660.8,347.1
Georgia,1975,4926000,205266,77867,110762,16637,4167,1580.7,2248.5,337.7
Georgia,1976,4970000,218002,71984,130130,15888,4386.4,1448.4,2618.3,319.7
Georgia,1977,5048000,192795,68205,109554,15036,3819.2,1351.1,2170.2,297.9
Georgia,1978,5084000,218028,75022,124880,18126,4288.5,1475.6,2456.3,356.5
Georgia,1979,5118000,248641,81579,145758,21304,4858.2,1594,2847.9,416.3
Georgia,1980,5400851,272652,91773,160764,20115,5048.3,1699.2,2976.6,372.4
Georgia,1981,5569000,282926,93121,171170,18635,5080.4,1672.1,3073.6,334.6
Georgia,1982,5639000,267097,84469,165049,17579,4736.6,1497.9,2926.9,311.7
Georgia,1983,5732000,232062,72614,143398,16050,4048.5,1266.8,2501.7,280
Georgia,1984,5837000,234621,70310,147251,17060,4019.5,1204.6,2522.7,292.3
Georgia,1985,5976000,275070,81070,171950,22050,4602.9,1356.6,2877.3,369
Georgia,1986,6104000,297130,88695,182171,26264,4867.8,1453.1,2984.5,430.3
Georgia,1987,6222000,324511,96572,197302,30637,5215.5,1552.1,3171,492.4
Georgia,1988,6401000,362376,103106,223768,35502,5661.2,1610.8,3495.8,554.6
Georgia,1989,6436000,407868,110215,255578,42075,6337.3,1712.5,3971.1,653.7
Georgia,1990,6478216,389165,104905,240623,43637,6007.3,1619.4,3714.3,673.6
Georgia,1991,6623000,381165,100317,240359,40489,5755.2,1514.7,3629.2,611.3
Georgia,1992,6751000,382934,97402,246619,38913,5672.3,1442.8,3653.1,576.4
Georgia,1993,6917000,378348,90423,246849,41076,5469.8,1307.3,3568.7,593.8
Georgia,1994,7055000,376926,81406,256208,39312,5342.7,1153.9,3631.6,557.2
Georgia,1995,7201000,385005,76324,264872,43809,5346.5,1059.9,3678.3,608.4
Georgia,1996,7353000,416986,81968,288803,46215,5671,1114.8,3927.7,628.5
Georgia,1997,7486000,388155,81320,262263,44572,5185.1,1086.3,3503.4,595.4
Georgia,1998,7642000,373717,75720,255459,42538,4890.3,990.8,3342.8,556.6
Georgia,1999,7788240,359383,71429,247834,40120,4614.4,917.1,3182.2,515.1
Georgia,2000,8186453,347630,68488,240440,38702,4246.4,836.6,2937,472.8
Georgia,2001,8405677,347872,71799,238484,37589,4138.5,854.2,2837.2,447.2
Georgia,2002,8544005,346559,73932,234591,38036,4056.2,865.3,2745.7,445.2
Georgia,2003,8676460,369589,79001,247196,43392,4259.7,910.5,2849,500.1
Georgia,2004,8918129,376656,82992,249426,44238,4223.5,930.6,2796.8,496
Georgia,2005,9132553,378534,84463,249594,44477,4145,924.9,2733,487
Georgia,2006,9363941,362712,85140,234445,43127,3873.5,909.2,2503.7,460.6
Georgia,2007,9544750,371248,90294,238436,42518,3889.6,946,2498.1,445.5
Georgia,2008,9685744,387917,100564,247709,39644,4005,1038.3,2557.5,409.3
Georgia,2009,9829211,360985,98606,229216,33163,3672.6,1003.2,2332,337.4
Georgia,2010,9712157,353449,96947,226161,30341,3639.2,998.2,2328.6,312.4
Georgia,2011,9812460,357235,96014,231543,29678,3640.6,978.5,2359.7,302.5
Georgia,2012,9915646,339473,86992,223875,28606,3423.6,877.3,2257.8,288.5
Georgia,2013,9994759,339808,83459,229190,27159,3399.9,835,2293.1,271.7
Georgia,2014,10097343,331316,76428,228034,26854,3281.2,756.9,2258.4,266
Hawaii,1960,632772,14405,3328,9369,1708,2276.5,525.9,1480.6,269.9
Hawaii,1961,657000,16410,3909,10498,2003,2497.7,595,1597.9,304.9
Hawaii,1962,693000,17391,4485,10693,2213,2509.5,647.2,1543,319.3
Hawaii,1963,694000,17430,4944,10812,1674,2511.5,712.4,1557.9,241.2
Hawaii,1964,701000,18984,5880,11301,1803,2708.1,838.8,1612.1,257.2
Hawaii,1965,711000,22633,6974,13078,2581,3183.3,980.9,1839.4,363
Hawaii,1966,718000,24555,8111,14152,2292,3419.9,1129.7,1971,319.2
Hawaii,1967,739000,26895,8516,15392,2987,3639.4,1152.4,2082.8,404.2
Hawaii,1968,778000,33868,10610,19323,3935,4353.2,1363.8,2483.7,505.8
Hawaii,1969,794000,35307,10360,20692,4255,4446.7,1304.8,2606,535.9
Hawaii,1970,769913,39599,11211,23914,4474,5143.3,1456.1,3106.1,581.1
